На 01 января 2015 года;;;;;;;;;;;;;
Листинг;Дата включения в список;Эмитент;ИНН;Ценная бумага;Тип ценной бумаги;Гос. рег. номер;Дата регистрации;Номинал;Объем;Торговый код;Дата погашения;Дата начала торгов;Предназначение для квалинвесторов
Третий уровень;09.06.2014;"ООО ""УК ""Содружество""";7710644010;"инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Стражи Урала""";Пай закрытого ПИФа;0821-94126534;22.05.2007;;15 000 000;RU000A0JPGC6;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ООО ""УК ""Финанс Классик""";7708521733;"Инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Пифов""";Пай закрытого ПИФа;1834-94151685;15.07.2010;;1 001 670;RU000A0JRL54;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ООО ""УК ""Финанс Классик""";7708521733;"инвестиционные паи закрытого паевого кредитного фонда ""БФГ-Кредитный""";Пай закрытого ПИФа;1020-94136817;11.10.2007;;500 000;RU000A0JPLP8;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ООО ""УК ""Финанс Трейд Эссет Менеджмент""";7706671050;"инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Селена""";Пай закрытого ПИФа;1728-94197902;02.02.2010;;2 145,19711;RU000A0JQZ00;;;
Третий уровень;09.06.2014;"ООО УК ""Флагман""";7717668676;"инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Херитедж инвестмент фанд""";Пай закрытого ПИФа;1416-94156145;23.04.2009;;759 000;RU000A0JQTM6;;;
Третий уровень;09.06.2014;ООО «УК «ФОРТИС-Инвест»;7707757447;"Инвестиционные паи Закрытого паевого инвестиционного фонда рентного ""ИСТОК""";Пай закрытого ПИФа;1792-94167462;20.05.2010;;257 241,99519;RU000A0JT7S4;;;
Третий уровень;09.06.2014;"ООО ""УК ""ЮЛА""";7722647939;"Инвестиционные паи Закрытого паевого инвестиционного кредитного фонда ""Капиталкредит""";Пай закрытого ПИФа;1760-94199634;23.03.2010;;50 000;RU000A0JR167;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ООО ""УМ""";7722268930;"Инвестиционные паи ""Закрытый паевой инвестиционный фонд недвижимости ""РЕГИОН Коммерческая Недвижимость""";Пай закрытого ПИФа;2217-94176998;06.10.2011;;100 000;RU000A0JSAB5;;;
Третий уровень;09.06.2014;"ООО ""УНИВЕР Капитал"" ";7704612010;облигации неконвертируемые процентные документарные на предъявителя с обязательным централизованным хранением серии 01;Облигация корпоративная;4-01-36434-R;24.02.2014;1000;2 000 000;RU000A0JUH97;06.03.2019;;
Третий уровень;09.06.2014;"ООО ""Управление Сбережениями""";7731191498;"инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Невский""";Пай закрытого ПИФа;1890-94169573;30.08.2010;;125,446;RU000A0JTVY1;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ООО ""Управление Сбережениями""";7731191498;"инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Самарский""";Пай закрытого ПИФа;1891-94169490;30.08.2010;;581,74496;RU000A0JTVV7;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ООО ""Управление Сбережениями""";7731191498;"инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Ростовский""";Пай закрытого ПИФа;1892-94167344;30.08.2010;;461,684;RU000A0JTVW5;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ООО ""Управление Сбережениями""";7731191498;"инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Сочинский первый""";Пай закрытого ПИФа;1888-94167508;26.08.2010;;363,229;RU000A0JTVU9;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ООО ""Управляющая компания ""КапиталЪ""";7714148894;"инвестиционные паи открытого паевого инвестиционного фонда облигаций ""КапиталЪ-облигации""";Пай открытого ПИФа;0258-74112789;10.09.2004;;;RU000A0JPR84;;;
Третий уровень;09.06.2014;"ООО ""Управляющая компания ""КапиталЪ""";7714148894;инвестиционные паи «Интервальный паевой инвестиционный фонд акций «Инвестбаланс»;Пай интервального ПИФа;0645-94120472;26.10.2006;;;RU000A0JP4U1;;;
Третий уровень;09.06.2014;"ООО ""Управляющая компания ""КапиталЪ""";7714148894;"инвестиционные паи открытого паевого инвестиционного фонда акций ""КапиталЪ-Перспективные вложения""";Пай открытого ПИФа;0257-74113429;10.09.2004;;;RU000A0JPR92;;;
Третий уровень;09.06.2014;"ООО ""Управляющая компания ""КапиталЪ""";7714148894;"Инвестиционные паи Интервального паевого инвестиционного фонда акций ""Высокие технологии""";Пай интервального ПИФа;0055-56612034;23.05.2001;;0;RU000A0JNK34;;;
Третий уровень;09.06.2014;"ООО ""Управляющая компания ""КапиталЪ""";7714148894;"Инвестиционные паи Интервального паевого инвестиционного фонда смешанных инвестиций ""Нефтяной Фонд Промышленной Реконструкции и Развития""";Пай интервального ПИФа;0017-46538911;23.09.1997;;0;RU000A0JNK00;;;
Третий уровень;09.06.2014;"ООО ""Управляющая компания ""ОЛМА-ФИНАНС""";7707500642;"инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""АТЛАНТ""";Пай закрытого ПИФа;0642-94119279;17.10.2006;;181;RU000A0JQ797;;;
Третий уровень;09.06.2014;"ООО ""Управляющая компания ""Финам Менеджмент""";7744002606;"Инвестиционные паи Закрытого паевого инвестиционного кредитного фонда ""Финам Кредитный""";Пай закрытого ПИФа;2089-94172536;24.03.2011;;15 469,95436;RU000A0JRX92;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ООО ""УралКапиталБанк""";0276016368;облигации  документарные  процентные конвертируемые на предъявителя серии 01 с обязательным централизованным хранением;Облигация корпоративная;40102519B;05.03.2013;1000;220 000;RU000A0JUBH6;24.11.2022;;
Третий уровень;09.06.2014;"ООО ""Фармпрепарат""";6163065132;процентные документарные неконвертируемые облигации на предъявителя серии 01 с обязательным централизованным хранением;Облигация корпоративная;4-01-24007-R;08.10.2009;1000;23 000;RU000A0JQFP8;27.09.2019;;
Третий уровень;09.06.2014;"ООО ""ФКПФТ""";7729393909;"инвестиционные паи закрытого паевого инвестиционного фонда недвижимости ""Альтаир Инвест""";Пай закрытого ПИФа;1316-94147710;27.11.2008;;5 000;RU000A0JQC56;;;
Третий уровень;09.06.2014;"ООО ""ФКПФТ""";7729393909;"инвестиционные паи закрытого паевого инвестиционного фонда недвижимости ""Афина Реалти""";Пай закрытого ПИФа;1317-94155690;27.11.2008;;3 000;RU000A0JQC49;;;
Третий уровень;09.06.2014;"ООО ""Фольксваген Банк РУС""";7750005605;процентные документарные неконвертируемые облигации серии 07 на предъявителя, с обязательным централизованным хранением;Облигация корпоративная;40703500B;15.08.2013;1000;5 000 000;RU000A0JUPP9;;25.06.2014;
Третий уровень;09.06.2014;"ООО ""ХК Финанс""";7743889590;неконвертируемые документарные процентные облигации на предъявителя с обязательным централизованным хранением серии 01;Облигация корпоративная;4-01-36426-R;29.08.2013;1000;5 000 000;RU000A0JUAW7;26.11.2021;;
Третий уровень;09.06.2014;"ООО ""ХКФ Банк""";7735057951;биржевые облигации, процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-02, с возможностью досрочного погашения по требованию их владельцев и по усмотрению эмитента;Облигация биржевая;4B020200316B;20.12.2010;1000;3 000 000;RU000A0JTPN6;24.02.2016;;
Третий уровень;09.06.2014;"ООО ""Экспобанк""";7729065633;документарные облигации на предъявителя неконвертируемые процентные с обязательным централизованным хранением серии 03;Облигация корпоративная;40302998B;29.03.2013;1000;1 500 000;RU000A0JTZG9;03.07.2016;;
Третий уровень;09.06.2014;ООО «Элемент Лизинг»;7706561875;биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-03;Облигация биржевая;4B02-03-36193-R;08.11.2013;1000;2 000 000;RU000A0JUN08;27.06.2014;;
Третий уровень;09.06.2014;"ООО ""Энергоспецснаб""";7736609806;облигации неконвертируемые процентные документарные на предъявителя с обязательным централизованным хранением серии 01;Облигация корпоративная;4-01-36385-R;06.05.2010;1000;1 200 000;RU000A0JQWB3;30.05.2016;;
Третий уровень;09.06.2014;"ООО ""Югинвестрегион""";2309119654;документарные процентные неконвертируемые облигации на предъявителя с обязательным централизованным хранением серии 01;Облигация корпоративная;4-01-25505-R;05.03.2010;1000;900 000;RU000A0JQTP9;21.04.2015;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ПАО АКБ ""Связь-Банк""";7710301140;процентные неконвертируемые документарные облигации на предъявителя серии 05 с обязательным централизованным хранением;Облигация корпоративная;40501470B;05.08.2011;1000;5 000 000;RU000A0JS710;07.04.2022;;
Третий уровень;09.06.2014;"ПАО АКБ ""Связь-Банк""";7710301140;документарные процентные неконвертируемые биржевые облигации на предъявителя с обязательным централизованным хранением серии БО-01;Облигация биржевая;4B020101470B;06.09.2012;1000;5 000 000;RU000A0JT9Y8;01.11.2015;;
Третий уровень;09.06.2014;"ПАО АКБ ""Связь-Банк""";7710301140;документарные процентные неконвертируемые биржевые облигации на предъявителя с обязательным централизованным хранением серии БО-02;Облигация биржевая;4B020201470B;06.09.2012;1000;5 000 000;RU000A0JTW75;29.04.2016;;
Третий уровень;09.06.2014;"ПАО ""Красноярская ГЭС""";2446000322;Акции обыкновенные;Акция обыкновенная;1-01-40102-F;16.01.2004;1;391 105 645;KRSG;;;
Третий уровень;09.06.2014;"ПАО ""Мотовилихинские заводы""";5906009273;акции обыкновенные;Акция обыкновенная;1-02-30038-D;18.05.2004;1.5;992 106 324;MOTZ;;;
Третий уровень;09.06.2014;"ПАО ""ТрансКонтейнер""";7708591995;"Глобальные депозитарные расписки на обыкновенные акции ОАО ""ТрансКонтейнер""";Депозитарные расписки иностранного эмитента на акции;;;;28 314 060;TCDR;;;
Третий уровень;09.06.2014;Правительство Вологодской области;3525115247;государственные облигации Вологодской области в форме документарных ценных бумаг на предъявителя с фиксированным купонным доходом и амортизацией долга;Облигация субфедеральная;RU34003VLG0;29.11.2012;1000;4 600 000;RU000A0JTF68;05.12.2017;;
Третий уровень;09.06.2014;Правительство Вологодской области;3525115247;государственные облигации Вологодской области в форме документарных ценных бумаг на предъявителя с фиксированным купонным доходом и амортизацией долга;Облигация субфедеральная;RU34002VLG0;12.12.2011;1000;2 510 000;RU000A0JS1E8;14.12.2016;;
Третий уровень;09.06.2014;Правительство Москвы;7710152113;облигации семьдесят первого выпуска Городского облигационного (внутреннего) займа Москвы;Облигация субфедеральная;RU25071MOS0;10.09.2013;1000;40 000 000;RU000A0JU5Y3;13.06.2017;;
Третий уровень;09.06.2014;Правительство Москвы;7710152113;облигации шестьдесят девятого выпуска Городского облигационного (внутреннего) займа Москвы;Облигация субфедеральная;RU26069MOS0;10.09.2013;1000;40 000 000;RU000A0JU5W7;18.05.2021;;
Третий уровень;09.06.2014;Правительство Москвы;7710152113;облигации шестьдесят пятого выпуска Городского облигационного (внутреннего) займа Москвы;Облигация субфедеральная;RU32065MOS0;13.10.2009;1000;40 000 000;RU000A0JQHN9;18.11.2017;;
Третий уровень;09.06.2014;Правительство Москвы;7710152113;облигации пятьдесят седьмого  выпуска Городского облигационного (внутреннего) займа Москвы;Облигация субфедеральная;RU32057MOS0;17.06.2008;1000;30 000 000;RU000A0JPZ68;29.09.2019;;
Третий уровень;09.06.2014;Правительство Москвы;7710152113;облигации семидесятого выпуска Городского облигационного (внутреннего) займа Москвы;Облигация субфедеральная;RU26070MOS0;10.09.2013;1000;40 000 000;RU000A0JU5X5;04.06.2019;;
Третий уровень;09.06.2014;Правительство Москвы;7710152113;облигации шестьдесят восьмого выпуска Городского облигационного (внутреннего) займа Москвы;Облигация субфедеральная;RU25068MOS0;10.09.2013;1000;40 000 000;RU000A0JU5V9;27.09.2018;;
Третий уровень;09.06.2014;Управление финансов Липецкой области;4825006353;государственные облигации Липецкой области 2014 года в форме документарных ценных бумаг на предъявителя с фиксированным купонным доходом и амортизацией долга;Облигация субфедеральная;RU34009LIP0;29.05.2014;1000;5 000 000;RU000A0JUNK5;04.06.2019;10.06.2014;
Третий уровень;09.06.2014;Управление финансов Липецкой области;4825006353;государственные облигации Липецкой области 2013 года в форме документарных ценных бумаг на предъявителя с фиксированным купонным доходом и амортизацией долга;Облигация субфедеральная;RU35008LIP0;17.04.2013;1000;3 000 000;RU000A0JTVZ8;17.04.2020;;
Третий уровень;09.06.2014;"ФГУП ""Почта России""";7724261610;Облигации процентные документарные неконвертируемые на предъявителя с обязательным централизованным хранением серии 01;Облигация корпоративная;4-01-00005-T;18.11.2010;1000;7 000 000;RU000A0JRD47;22.03.2016;;
Третий уровень;09.06.2014;"ФГУП ""Почта России""";7724261610;неконвертируемые процентные документарные облигации  на  предъявителя серии 02 с обязательным централизованным хранением;Облигация корпоративная;4-02-00005-T;04.10.2012;1000;3 000 000;RU000A0JT8N3;18.10.2019;;
Третий уровень;09.06.2014;"ФГУП ""Почта России""";7724261610;неконвертируемые процентные документарные облигации  на  предъявителя серии 04 с обязательным централизованным хранением;Облигация корпоративная;4-04-00005-T;04.10.2012;1000;3 000 000;RU000A0JT8T0;18.10.2019;;
Третий уровень;09.06.2014;"ФГУП ""Почта России""";7724261610;неконвертируемые процентные документарные облигации  на  предъявителя серии 03 с обязательным централизованным хранением;Облигация корпоративная;4-03-00005-T;04.10.2012;1000;3 000 000;RU000A0JT8R4;18.10.2019;;
Третий уровень;11.06.2014;ЗАО «ИА МКБ»;7743901632;неконвертируемые документарные процентные жилищные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением класса «А»;Облигация корпоративная;4-02-81652-H;27.05.2014;1000;3 702 139;RU000A0JUNU4;07.06.2039;17.06.2014;
Третий уровень;18.06.2014;"ЗАО ""Паллада""";7710199697;"инвестиционные паи Закрытого кредитного паевого инвестиционного фонда ""Паллада - Доступный кредит""";Пай закрытого ПИФа;1859-94151449;03.08.2010;;3 391,58329;RU000A0JR589;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;18.06.2014;"ЗАО УК ""Файнейшнл Партнерс""";7722557234;"Инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""РИЭЛТИ"" под управлением Закрытого акционерного общества ""Управляющая компания ""Файнейшнл Партнерс""";Пай закрытого ПИФа;2486;22.11.2012;;333,47397;RU000A0JU666;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;18.06.2014;"ОАО ""УК ""ЕВРОФИНАНСЫ""";7701548736;"инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Подмосковные инвестиции""";Пай закрытого ПИФа;2368;07.06.2012;;800;RU000A0JTCM6;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;18.06.2014;"ОАО ""УК ""ЕВРОФИНАНСЫ""";7701548736;"инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Первый строительный""";Пай закрытого ПИФа;2367;07.06.2012;;800;RU000A0JTCL8;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;18.06.2014;"ОАО ""УК ""ЕВРОФИНАНСЫ""";7701548736;"инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Троицкое Заречье""";Пай закрытого ПИФа;2369;07.06.2012;;800;RU000A0JTCN4;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;18.06.2014;"ООО ""Альянс Интернэшнл""";7722793640;"инвестиционные паи Закрытого паевого инвестиционного фонда долгосрочных прямых инвестиций  ""Второй инвестиционный""";Пай закрытого ПИФа;2355;15.05.2012;;17 378,12204;RU000A0JSG43;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;18.06.2014;ООО «УК «АктивАр»;1655110951;инвестиционные паи Закрытого рентного паевого инвестиционного фонда «Приволжский»;Пай закрытого ПИФа;2474;13.11.2012;;248 484,2156;RU000A0JTJU4;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;18.06.2014;ТКБ БНП Париба Инвестмент Партнерс (ОАО);7825489723;"инвстиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Межрегиональный фонд недвижимости""";Пай закрытого ПИФа;0153-58233861;19.11.2003;;632;RU000A0HHJG2;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;19.06.2014;ЗАО «Т-Генерация»;7707808839;облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии 01;Облигация корпоративная;4-01-81226-H;03.06.2014;1000;1 150 000;RU000A0JUPA1;;23.06.2014;
Третий уровень;20.06.2014;ЗАО «ИА Санрайз-2»;7743893692;"неконвертируемые процентные документарные жилищные облигации с ипотечным покрытием на предъявителя класса ""А"" с обязательным централизованным хранением";Облигация корпоративная;4-01-81223-H;11.06.2014;1000;1 002 243;RU000A0JUPF0;;23.06.2014;
Третий уровень;20.06.2014;"ООО ""УК МДМ""";7825443207;"Инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""МДМ - Региональная Недвижимость""";Пай закрытого ПИФа;1651-94163626;24.11.2009;;;RU000A0JUMA8;;23.06.2014;Бумага предназначена для квалифицированного инвестора
Третий уровень;20.06.2014;"ООО ""УК МДМ""";7825443207;"Инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""ТрейдКэпитал""";Пай закрытого ПИФа;1669-94111421;10.12.2009;;;RU000A0JUNT6;;23.06.2014;Бумага предназначена для квалифицированного инвестора
Третий уровень;20.06.2014;"ООО ""УК МДМ""";7825443207;"Инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""МДМ - Золотой Город""";Пай закрытого ПИФа;1690-94109565;24.12.2009;;;RU000A0JUNS8;;23.06.2014;Бумага предназначена для квалифицированного инвестора
Третий уровень;24.06.2014;ВТБ 24 (ПАО);7710353606;облигации с ипотечным покрытием неконвертируемые документарные процентные на предъявителя с обязательным централизованным хранением серии 6-ИП класса «Б»;Облигация корпоративная;41701623B;05.06.2014;1000;2 000 000;RU000A0JUPT1;14.08.2043;15.08.2014;
Третий уровень;24.06.2014;ВТБ 24 (ПАО);7710353606;облигации с ипотечным покрытием неконвертируемые документарные процентные на предъявителя с обязательным централизованным хранением серии 6-ИП класса «А»;Облигация корпоративная;41601623B;05.06.2014;1000;4 000 000;RU000A0JUPS3;14.08.2043;15.08.2014;
Третий уровень;25.06.2014;ЗАО «ИА Санрайз-1»;7743893702;неконвертируемые процентные документарные жилищные облигации с ипотечным покрытием на предъявителя класса «А» с обязательным централизованным хранением;Облигация корпоративная;4-01-81222-H;11.06.2014;1000;1 035 391;RU000A0JUPU9;;26.06.2014;
Третий уровень;25.06.2014;ЗАО «Ипотечный агент МТСБ»;7743896735;Неконвертируемые документарные процентные жилищные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением класса «А»;Облигация корпоративная;4-02-81796-H;25.03.2014;1000;3 432 641;RU000A0JUQ54;26.11.2014;27.06.2014;
Третий уровень;25.06.2014;ООО «Балтийский лизинг»;7826705374;облигации процентные документарные неконвертируемые на предъявителя с обязательным централизованным хранением серии 02;Облигация корпоративная;4-02-36442-R;11.06.2014;1000;1 000 000;RU000A0JUQ21;19.06.2020;30.06.2014;
Третий уровень;25.06.2014;ООО «Балтийский лизинг»;7826705374;облигации процентные документарные неконвертируемые на предъявителя с обязательным централизованным хранением серии 01;Облигация корпоративная;4-01-36442-R;11.06.2014;1000;1 000 000;RU000A0JUQ13;19.06.2020;30.06.2014;
Третий уровень;26.06.2014;"ЗАО УК ""РВМ Капитал""";7722563196;инвестиционные паи Закрытого паевого инвестиционного фонда смешанных инвестиций «РВМ Капитальный»;Пай закрытого ПИФа;2729;04.02.2014;;;RU000A0JUKK1;;30.06.2014;
Третий уровень;26.06.2014;"""Запсибкомбанк"" ОАО";7202021856;документарные  облигации на предъявителя с обязательным централизованным хранением, процентные, конвертируемые серии 02;Облигация корпоративная;40200918B;20.03.2014;10;47 844 934;RU000A0JUP63;;18.07.2014;
Третий уровень;02.07.2014;"ОАО ""РТК-ЛИЗИНГ""";7707112470;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-02;Облигация биржевая;4B02-02-01154-H;04.03.2013;1000;2 000 000;RU000A0JTUG0;01.06.2018;;
Третий уровень;07.07.2014;"ООО ""УК МДМ""";7825443207;"инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Авангард. Первый строительный""";Пай закрытого ПИФа;1253-58228765;24.07.2008;;;RU000A0JUNN9;;08.07.2014;Бумага предназначена для квалифицированного инвестора
Третий уровень;31.07.2014;"ОАО ""Группа Черкизово""";7718560636;"Глобальные депозитарные расписки на обыкновенные акции ОАО ""Группа Черкизово""";Депозитарные расписки иностранного эмитента на акции;;;;;CHEG;;01.08.2014;
Третий уровень;01.08.2014;ОАО «РОНИН Траст»;7709379423;инвестиционные паи Закрытого паевого инвестиционного фонда смешанных инвестиций «НМ-Траст АПП» под управлением ОАО «РОНИН Траст»;Пай закрытого ПИФа;0777-94126836;27.03.2007;;;RU000A0JUR20;;04.08.2014;
Третий уровень;14.08.2014;ОАО «Ленэнерго»;7803002209;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-01;Облигация биржевая;4B02-01-00073-A;20.07.2012;1000;3 000 000;RU000A0JTVA1;13.04.2016;;
Третий уровень;14.08.2014;"ООО ""РМК-ФИНАНС""";6670105497;облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 03 с возможностью досрочного погашения по требованию владельцев и по усмотрению эмитента;Облигация корпоративная;4-03-36219-R;10.06.2010;1000;3 000 000;RU000A0JR6F5;15.12.2015;;
Третий уровень;19.08.2014;"ЗАО ""Сбербанк Управление Активами""";7710183778;инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости «Сбербанк – Жилая недвижимость 2»;Пай закрытого ПИФа;2788;07.05.2014;;;RU000A0JUS03;;20.08.2014;
Третий уровень;27.08.2014;"ООО ""Русфинанс Банк""";5012003647;процентные документарные неконвертируемые облигации серии 12 на предъявителя, с обязательным централизованным хранением;Облигация корпоративная;41201792B;02.07.2013;1000;3 000 000;RU000A0JUT69;;28.08.2014;
Третий уровень;03.09.2014;"ООО ""Обувьрус""";5407038230;биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-04;Облигация биржевая;4B02-04-16005-R;03.09.2014;2000000;500;RU000A0JUTX5;;15.09.2014;
Третий уровень;24.09.2014;"ОАО ""КУИ ""ЯМАЛ""";7703194377;"инвестиционные паи Закрытого паевого инвестиционного фонда акций ""ИТ- сегмент""";Пай закрытого ПИФа;2752;28.02.2014;;;RU000A0JUTW7;;29.09.2014;
Третий уровень;24.09.2014;"ОАО ""КУИ ""ЯМАЛ""";7703194377;"инвестиционные паи Закрытого паевого инвестиционного фонда акций ""Ритейл инвест""";Пай закрытого ПИФа;2753;28.02.2014;;;RU000A0JUTV9;;29.09.2014;
Третий уровень;24.09.2014;ООО «ЭйЭмЭс»;7702816018;"инвестиционные паи Закрытого паевого инвестиционного фонда рентного ""Коттеджио Парк""";Пай закрытого ПИФа;2768;04.04.2014;;;RU000A0JUUC7;;26.09.2014;
Третий уровень;29.09.2014;"ЗАО ""КБ ДельтаКредит""";7705285534;жилищные облигации с ипотечным покрытием процентные документарные неконвертируемые серии 13-ИП на предъявителя, с обязательным централизованным хранением;Облигация корпоративная;41303338B;07.03.2014;1000;7 000 000;RU000A0JUV81;01.10.2024;01.10.2014;
Третий уровень;29.09.2014;"ОАО АКБ ""РОСБАНК""";7730060164;процентные документарные неконвертируемые облигации серии А7 на предъявителя, с обязательным централизованным хранением;Облигация корпоративная;41202272B;06.05.2013;1000;10 000 000;RU000A0JUV57;;30.09.2014;
Третий уровень;30.09.2014;ООО «РГС Недвижимость»;7714311519;неконвертируемые процентные документарные биржевые облигации на предъявителя серии  БО-04 с обязательным централизованным хранением;Облигация биржевая;4B02-04-36440-R;30.09.2014;1000;3 000 000;RU000A0JV2D3;;15.12.2014;
Третий уровень;30.09.2014;ООО «РГС Недвижимость»;7714311519;неконвертируемые процентные документарные биржевые облигации на предъявителя серии  БО-01 с обязательным централизованным хранением;Облигация биржевая;4B02-01-36440-R;30.09.2014;1000;2 000 000;RU000A0JUXE7;;22.10.2014;
Третий уровень;30.09.2014;ООО «РГС Недвижимость»;7714311519;неконвертируемые процентные документарные биржевые облигации на предъявителя серии  БО-03 с обязательным централизованным хранением;Облигация биржевая;4B02-03-36440-R;30.09.2014;1000;3 000 000;RU000A0JUXM0;;23.10.2014;
Третий уровень;30.09.2014;"ООО ""УК СГБ""";6671222690;"инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Большой Урал""";Пай закрытого ПИФа;1823-94198534;01.07.2010;;;RU000A0JUGG7;;03.10.2014;
Третий уровень;30.09.2014;"ООО ""УК СГБ""";6671222690;"инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Стабильный""";Пай закрытого ПИФа;1661-94199060;03.12.2009;;;RU000A0JUR38;;03.10.2014;
Третий уровень;06.10.2014;"ЗАО ""ГСС""";7714175986;Биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-04;Облигация биржевая;4B02-04-21927-H;06.10.2014;1000;1 030 000;RU000A0JV433;;30.12.2014;
Третий уровень;07.10.2014;"ООО ""Ладья-Финанс""";7710663485;документарные процентные неконвертируемые Биржевые облигации на предъявителя серии БО-02 с обязательным централизованным хранением;Облигация биржевая;4B02-02-36261-R;07.10.2014;1000;3 000 000;RU000A0JUYJ4;;10.11.2014;
Третий уровень;07.10.2014;"ООО ""Русфинанс Банк""";5012003647;процентные документарные неконвертируемые облигации серии 14 на предъявителя, с обязательным централизованным хранением;Облигация корпоративная;41401792B;02.07.2013;1000;4 000 000;RU000A0JUVS1;;08.10.2014;
Третий уровень;08.10.2014;Альфа Бонд Ишьюанс пиэлси (Alfa Bond Issuance plc.);0000410510;Облигации участия в займе со ставкой 7,875% и сроком погашения в 2017 году;Облигации иностранного эмитента;;;1000;1 000 000;XS0544362972;;14.10.2014;
Третий уровень;08.10.2014;Альянс Оил Кампани Элтиди (Alliance Oil Company Ltd.);0000025413;Облигации, обеспеченные гарантией, со ставкой 7% и со сроком погашения в 2020 году;Облигации иностранного эмитента;;;1000;500 000;XS0925043100;;14.10.2014;
Третий уровень;08.10.2014;ВТБ Кэпитал Эс.Эй. (VTB Capital S.A.);0000097053;Облигации участия в займе серии 15 со ставкой 6% и сроком погашения в 2017 году;Облигации иностранного эмитента;;;1000;2 000 000;XS0772509484;;14.10.2014;
Третий уровень;08.10.2014;ВЭБ Файнэнс пиэлси (VEB Finance plc);0000481529;Облигации участия в займе серии 10  со ставкой 5,942% и сроком погашения в 2023 году;Облигации иностранного эмитента;;;1000;1 150 000;XS0993162683;;14.10.2014;
Третий уровень;08.10.2014;Газ Кэпитал Эс.Эй. (Gaz Capital S.A.);0000095071;Облигации участия в займе серии 12 со ставкой 7,288% и сроком погашения в 2037 году;Облигации иностранного эмитента;;;1000;1 250 000;XS0316524130;;14.10.2014;
Третий уровень;08.10.2014;Газ Кэпитал Эс.Эй. (Gaz Capital S.A.);0000095071;Облигации участия в займе серии 2 со ставкой 8,625% и сроком погашения в 2034 году;Облигации иностранного эмитента;;;1000;1 200 000;XS0191754729;;14.10.2014;
Третий уровень;08.10.2014;Газ Кэпитал Эс.Эй. (Gaz Capital S.A.);0000095071;Облигации участия в займе серии 17 со ставкой 8,146% и сроком погашения 11 апреля 2018 года;Облигации иностранного эмитента;;;1000;1 100 000;XS0357281558;;14.10.2014;
